movie_idx,movieId,title,overview,poster_url
73,74,Bed of Roses,,
74,75,Big Bully,,
75,76,Screamers,,
76,77,Nico Icon,,
77,78,"Crossing Guard, The",,
78,79,"Juror, The",,
79,80,"White Balloon, The (Badkonake Sefid )",,
80,81,Things to Do in Denver when You're Dead,,
81,82,Antonia's Line (Antonia),,
82,83,Once Upon a Time... When We Were Colored,,
83,84,Last Summer in the Hamptons,,
84,85,Angels and Insects,,
85,86,White Squall,,
86,87,Dunston Checks In,,
87,88,Black Sheep,,
88,89,Nick of Time,,
89,90,"Journey of August King, The",,
90,92,Mary Reilly,,
91,93,Vampire in Brooklyn,,
92,94,Beautiful Girls,,
93,95,Broken Arrow,,
94,96,In the Bleak Midwinter,,
95,97,"Hate (Haine, La)",,
96,98,Shopping,,
97,99,Heidi Fleiss: Hollywood Madam,,
98,100,City Hall,,
99,101,Bottle Rocket,,
100,102,Mr. Wrong,,
101,103,Unforgettable,,
102,104,Happy Gilmore,,
103,105,"Bridges of Madison County, The",,
104,106,Nobody Loves Me (Keiner liebt mich),,
105,107,Muppet Treasure Island,,
106,108,Catwalk,,
107,109,Headless Body in Topless Bar,,
108,110,Braveheart,,
109,111,Taxi Driver,,
110,112,Rumble in the Bronx,,
111,113,Before and After,,
112,114,Margaret's Museum,,
113,115,Happiness Is in the Field,,
114,116,Anne Frank Remembered,,
115,117,"Young Poisoner's Handbook, The",,
116,118,If Lucy Fell,,
117,119,"Steal Big, Steal Little",,
118,120,Race the Sun,,
119,121,"Boys of St. Vincent, The",,
120,122,Boomerang,,
121,123,Chungking Express,,
122,124,"Star Maker, The (Uomo delle stelle, L')",,
123,125,Flirting With Disaster,,
124,126,"NeverEnding Story III, The",,
125,127,"Silence of the Palace, The (Saimt el Qusur)",,
126,128,Jupiter's Wife,,
127,129,Pie in the Sky,,
128,130,Angela,,
129,131,Frankie Starlight,,
130,132,Jade,,
131,133,Nueba Yol,,
132,134,Sonic Outlaws,,
133,135,Down Periscope,,
134,136,From the Journals of Jean Seberg,,
135,137,Man of the Year,,
136,138,"Neon Bible, The",,
137,139,Target,,
138,140,Up Close and Personal,,
139,141,"Birdcage, The",,
140,142,Shadows (Cienie),,
141,143,Gospa,,
142,144,"Brothers McMullen, The",,
143,145,Bad Boys,,
144,146,"Amazing Panda Adventure, The",,
145,147,"Basketball Diaries, The",,
146,148,"Awfully Big Adventure, An",,
147,149,Amateur,,
148,150,Apollo 13,,
149,151,Rob Roy,,
150,152,"Addiction, The",,
151,153,Batman Forever,,
152,154,Belle de jour,,
153,155,Beyond Rangoon,,
154,156,Blue in the Face,,
155,157,Canadian Bacon,,
156,158,Casper,,
157,159,Clockers,,
158,160,Congo,,
159,161,Crimson Tide,,
160,162,Crumb,,
161,163,Desperado,,
162,164,Devil in a Blue Dress,,
163,165,Die Hard: With a Vengeance,,
164,166,"Doom Generation, The",,
165,167,Feast of July,,
166,168,First Knight,,
167,169,Free Willy 2: The Adventure Home,,
168,170,Hackers,,
169,171,Jeffrey,,
170,172,Johnny Mnemonic,,
171,173,Judge Dredd,,
172,174,Jury Duty,,
173,175,Kids,,
174,176,Living in Oblivion,,
175,177,Lord of Illusions,,
176,178,Love & Human Remains,,
177,179,Mad Love,,
178,180,Mallrats,,
179,181,Mighty Morphin Power Rangers: The Movie,,
180,182,Moonlight and Valentino,,
181,183,Mute Witness,,
182,184,Nadja,,
183,185,"Net, The",,
184,186,Nine Months,,
185,187,Party Girl,,
186,188,"Prophecy, The",,
187,189,Reckless,,
188,190,Safe,,
189,191,"Scarlet Letter, The",,
190,192,"Show, The",,
191,193,Showgirls,,
192,194,Smoke,,
193,195,Something to Talk About,,
194,196,Species,,
195,197,"Stars Fell on Henrietta, The",,
196,198,Strange Days,,
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",,
198,200,"Tie That Binds, The",,
199,201,Three Wishes,,
200,202,Total Eclipse,,
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar",,
202,204,Under Siege 2: Dark Territory,,
203,205,Unstrung Heroes,,
204,206,Unzipped,,
205,207,"Walk in the Clouds, A",,
206,208,Waterworld,,
207,209,White Man's Burden,,
208,210,Wild Bill,,
209,211,"Browning Version, The",,
210,212,Bushwhacked,,
211,213,Burnt By the Sun (Utomlyonnye solntsem),,
212,214,Before the Rain (Pred dozhdot),,
213,215,Before Sunrise,,
214,216,Billy Madison,,
215,217,"Babysitter, The",,
216,218,Boys on the Side,,
217,219,"Cure, The",,
218,220,Castle Freak,,
219,222,Circle of Friends,,
220,223,Clerks,,
221,224,Don Juan DeMarco,,
222,225,Disclosure,,
223,226,Dream Man,,
224,227,Drop Zone,,
225,228,Destiny Turns on the Radio,,
226,229,Death and the Maiden,,
227,230,Dolores Claiborne,,
228,231,Dumb & Dumber,,
229,232,Eat Drink Man Woman,,
230,233,Exotica,,
231,234,Exit to Eden,,
232,235,Ed Wood,,
233,236,French Kiss,,
234,237,Forget Paris,,
235,238,Far From Home: The Adventures of Yellow Dog,,
236,239,"Goofy Movie, A",,
237,240,Hideaway,,
238,241,Fluke,,
239,242,Farinelli: il castrato,,
240,243,Gordy,,
241,244,Gumby: The Movie,,
242,245,"Glass Shield, The",,
243,246,Hoop Dreams,,
244,247,Heavenly Creatures,,
245,248,Houseguest,,
246,249,Immortal Beloved,,
247,250,Heavyweights,,
248,251,"Hunted, The",,
249,252,I.Q.,,
250,253,Interview with the Vampire,,
251,254,Jefferson in Paris,,
252,255,"Jerky Boys, The",,
253,256,Junior,,
254,257,Just Cause,,
255,258,"Kid in King Arthur's Court, A",,
256,259,Kiss of Death,,
257,260,Star Wars: Episode IV - A New Hope,,
258,261,Little Women,,
259,262,"Little Princess, A",,
260,263,Ladybird Ladybird,,
261,264,"Enfer, L'",,
262,265,Like Water for Chocolate (Como agua para chocolate),,
263,266,Legends of the Fall,,
264,267,Major Payne,,
265,268,Little Odessa,,
266,269,My Crazy Life (Mi vida loca),,
267,270,Love Affair,,
268,271,Losing Isaiah,,
269,272,"Madness of King George, The",,
270,273,Mary Shelley's Frankenstein,,
271,274,Man of the House,,
272,275,Mixed Nuts,,
273,276,Milk Money,,
274,277,Miracle on 34th Street,,
275,278,Miami Rhapsody,,
276,279,My Family,,
277,280,Murder in the First,,
278,281,Nobody's Fool,,
279,282,Nell,,
280,283,New Jersey Drive,,
281,284,New York Cop,,
282,285,Beyond Bedlam,,
283,286,Nemesis 2: Nebula,,
284,287,Nina Takes a Lover,,
285,288,Natural Born Killers,,
286,289,Only You,,
287,290,Once Were Warriors,,
288,291,Poison Ivy II,,
289,292,Outbreak,,
290,293,"Professional, The (a.k.a. Leon: The Professional)",,
291,294,"Perez Family, The",,
292,295,"Pyromaniac's Love Story, A",,
293,296,Pulp Fiction,,
294,297,Panther,,
295,298,Pushing Hands,,
296,299,Priest,,
297,300,Quiz Show,,
298,301,Picture Bride,,
299,302,Queen Margot (La Reine Margot),,
300,303,"Quick and the Dead, The",,
301,304,Roommates,,
302,305,Ready to Wear (Pret-A-Porter),,
303,306,Three Colors: Red,,
304,307,Three Colors: Blue,,
305,308,Three Colors: White,,
306,309,"Red Firecracker, Green Firecracker",,
307,310,Rent-a-Kid,,
308,311,Relative Fear,,
309,312,Stuart Saves His Family,,
310,313,"Swan Princess, The",,
311,314,"Secret of Roan Inish, The",,
312,315,"Specialist, The",,
313,316,Stargate,,
314,317,"Santa Clause, The",,
315,318,"Shawshank Redemption, The",,
316,319,Shallow Grave,,
317,320,Suture,,
318,321,Strawberry and Chocolate (Fresa y chocolate),,
319,322,Swimming with Sharks,,
320,324,"Sum of Us, The",,
321,325,National Lampoon's Senior Trip,,
322,326,To Live (Huozhe),,
323,327,Tank Girl,,
324,328,Tales From the Crypt Presents: Demon Knight,,
325,329,Star Trek: Generations,,
326,330,Tales from the Hood,,
327,331,Tom & Viv,,
328,332,Village of the Damned,,
329,333,Tommy Boy,,
330,334,Vanya on 42nd Street,,
331,335,"Underneath, The",,
332,336,"Walking Dead, The",,
333,337,What's Eating Gilbert Grape,,
334,338,Virtuosity,,
335,339,While You Were Sleeping,,
336,340,"War, The",,
337,341,Double Happiness,,
338,342,Muriel's Wedding,,
339,343,"Baby-Sitters Club, The",,
340,344,Ace Ventura: Pet Detective,,
341,345,"Adventures of Priscilla, Queen of the Desert, The",,
342,346,Backbeat,,
343,347,Bitter Moon,,
344,348,Bullets Over Broadway,,
345,349,Clear and Present Danger,,
346,350,"Client, The",,
347,351,"Corrina, Corrina",,
348,352,Crooklyn,,
349,353,"Crow, The",,
350,354,Cobb,,
351,355,"Flintstones, The",,
352,356,Forrest Gump,,
353,357,Four Weddings and a Funeral,,
354,358,Higher Learning,,
355,359,I Like It Like That,,
356,360,I Love Trouble,,
357,361,It Could Happen to You,,
358,362,"Jungle Book, The",,
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)",,
360,364,"Lion King, The",,
361,365,Little Buddha,,
362,366,Wes Craven's New Nightmare,,
363,367,"Mask, The",,
364,368,Maverick,,
365,369,Mrs. Parker and the Vicious Circle,,
366,370,Naked Gun 33 1/3: The Final Insult,,
367,371,"Paper, The",,
368,372,Reality Bites,,
369,373,Red Rock West,,
370,374,Richie Rich,,
371,375,Safe Passage,,
372,376,"River Wild, The",,
373,377,Speed,,
374,378,Speechless,,
375,379,Timecop,,
376,380,True Lies,,
377,381,When a Man Loves a Woman,,
378,382,Wolf,,
379,383,Wyatt Earp,,
380,384,Bad Company,,
381,385,"Man of No Importance, A",,
382,386,S.F.W.,,
383,387,"Low Down Dirty Shame, A",,
384,388,Boys Life,,
385,389,"Colonel Chabert, Le",,
386,390,Faster Pussycat! Kill! Kill!,,
387,391,Jason's Lyric,,
388,392,"Secret Adventures of Tom Thumb, The",,
389,393,Street Fighter,,
390,394,Coldblooded,,
391,395,Desert Winds,,
392,396,Fall Time,,
393,397,"Fear, The",,
394,398,Frank and Ollie,,
395,399,Girl in the Cadillac,,
396,400,Homage,,
397,401,Mirage,,
398,402,Open Season,,
399,403,Two Crimes,,
400,404,Brother Minister: The Assassination of Malcolm X,,
401,405,Highlander III: The Sorcerer,,
402,406,Federal Hill,,
403,407,In the Mouth of Madness,,
404,408,8 Seconds,,
405,409,Above the Rim,,
406,410,Addams Family Values,,
407,411,You So Crazy,,
408,412,"Age of Innocence, The",,
409,413,Airheads,,
410,414,"Air Up There, The",,
411,415,Another Stakeout,,
412,416,Bad Girls,,
413,417,Barcelona,,
414,418,Being Human,,
415,419,"Beverly Hillbillies, The",,
416,420,Beverly Hills Cop III,,
417,421,Black Beauty,,
418,422,Blink,,
419,423,Blown Away,,
420,424,Blue Chips,,
421,425,Blue Sky,,
422,426,Body Snatchers,,
423,427,Boxing Helena,,
424,428,"Bronx Tale, A",,
425,429,Cabin Boy,,
426,430,Calendar Girl,,
427,431,Carlito's Way,,
428,432,City Slickers II: The Legend of Curly's Gold,,
429,433,Clean Slate,,
430,434,Cliffhanger,,
431,435,Coneheads,,
432,436,Color of Night,,
433,437,Cops and Robbersons,,
434,438,"Cowboy Way, The",,
435,439,Dangerous Game,,
436,440,Dave,,
437,441,Dazed and Confused,,
438,442,Demolition Man,,
439,443,"Endless Summer 2, The",,
440,444,Even Cowgirls Get the Blues,,
441,445,Fatal Instinct,,
442,446,Farewell My Concubine,,
443,447,"Favor, The",,
444,448,Fearless,,
445,449,Fear of a Black Hat,,
446,450,With Honors,,
447,451,Flesh and Bone,,
448,452,Widows' Peak,,
449,453,For Love or Money,,
450,454,"Firm, The",,
451,455,Free Willy,,
452,456,Fresh,,
453,457,"Fugitive, The",,
454,458,Geronimo: An American Legend,,
455,459,"Getaway, The",,
456,460,Getting Even with Dad,,
457,461,Go Fish,,
458,462,"Good Man in Africa, A",,
459,463,Guilty as Sin,,
460,464,Hard Target,,
461,465,Heaven & Earth,,
462,466,Hot Shots! Part Deux,,
463,467,Live Nude Girls,,
464,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",,
465,469,"House of the Spirits, The",,
466,470,House Party 3,,
467,471,"Hudsucker Proxy, The",,
468,472,I'll Do Anything,,
469,473,In the Army Now,,
470,474,In the Line of Fire,,
471,475,In the Name of the Father,,
472,476,"Inkwell, The",,
473,477,What's Love Got to Do with It?,,
474,478,Jimmy Hollywood,,
475,479,Judgment Night,,
476,480,Jurassic Park,,
477,481,Kalifornia,,
478,482,Killing Zoe,,
479,483,King of the Hill,,
480,484,Lassie,,
481,485,Last Action Hero,,
482,486,Life with Mikey,,
483,487,Lightning Jack,,
484,488,M. Butterfly,,
485,489,Made in America,,
486,490,Malice,,
487,491,"Man Without a Face, The",,
488,492,Manhattan Murder Mystery,,
489,493,Menace II Society,,
490,494,Executive Decision,,
491,495,In the Realm of the Senses (Ai no corrida),,
492,496,What Happened Was...,,
493,497,Much Ado About Nothing,,
494,498,Mr. Jones,,
495,499,Mr. Wonderful,,
496,500,Mrs. Doubtfire,,
497,501,Naked,,
498,502,"Next Karate Kid, The",,
499,503,"New Age, The",,
500,504,No Escape,,
501,505,North,,
502,506,Orlando,,
503,507,"Perfect World, A",,
504,508,Philadelphia,,
505,509,"Piano, The",,
506,510,Poetic Justice,,
507,511,"Program, The",,
508,512,Robert A. Heinlein's The Puppet Masters,,
509,513,Radioland Murders,,
510,514,"Ref, The",,
511,515,"Remains of the Day, The",,
512,516,Renaissance Man,,
513,517,Rising Sun,,
514,518,"Road to Wellville, The",,
515,519,Robocop 3,,
516,520,Robin Hood: Men in Tights,,
517,521,Romeo Is Bleeding,,
518,522,Romper Stomper,,
519,523,Ruby in Paradise,,
520,524,Rudy,,
521,525,"Saint of Fort Washington, The",,
522,526,"Savage Nights (Nuits fauves, Les)",,
523,527,Schindler's List,,
524,528,"Scout, The",,
525,529,Searching for Bobby Fischer,,
526,530,Second Best,,
527,531,"Secret Garden, The",,
528,532,Serial Mom,,
529,533,"Shadow, The",,
530,534,Shadowlands,,
531,535,Short Cuts,,
532,536,"Simple Twist of Fate, A",,
533,537,Sirens,,
534,538,Six Degrees of Separation,,
535,539,Sleepless in Seattle,,
536,540,Sliver,,
537,541,Blade Runner,,
538,542,Son in Law,,
539,543,So I Married an Axe Murderer,,
540,544,Striking Distance,,
541,545,Harlem,,
542,546,Super Mario Bros.,,
543,547,Surviving the Game,,
544,548,Terminal Velocity,,
545,549,Thirty-Two Short Films About Glenn Gould,,
546,550,Threesome,,
547,551,"Nightmare Before Christmas, The",,
548,552,"Three Musketeers, The",,
549,553,Tombstone,,
550,554,Trial by Jury,,
551,555,True Romance,,
552,556,"War Room, The",,
553,557,Mamma Roma,,
554,558,"Pagemaster, The",,
555,559,"Paris, France",,
556,560,"Beans of Egypt, Maine, The",,
557,561,Killer (Bulletproof Heart),,
558,562,Welcome to the Dollhouse,,
559,563,Germinal,,
560,564,Chasers,,
561,565,Cronos,,
562,566,Naked in New York,,
563,567,Kika,,
564,568,Bhaji on the Beach,,
565,569,Little Big League,,
566,570,"Slingshot, The (Kådisbellan )",,
567,571,"Wedding Gift, The",,
568,572,Foreign Student,,
569,573,"Ciao, Professore! (Io speriamo che me la cavo )",,
570,574,Spanking the Monkey,,
571,575,"Little Rascals, The",,
572,576,Fausto,,
573,577,Andre,,
574,578,"Hour of the Pig, The",,
575,579,"Scorta, La",,
576,580,Princess Caraboo,,
577,581,"Celluloid Closet, The",,
578,582,Metisse (Café au Lait),,
579,583,Dear Diary (Caro Diario),,
580,584,I Don't Want to Talk About It (De eso no se habla),,
581,585,"Brady Bunch Movie, The",,
582,586,Home Alone,,
583,587,Ghost,,
584,588,Aladdin,,
585,589,Terminator 2: Judgment Day,,
586,590,Dances with Wolves,,
587,591,Tough and Deadly,,
588,592,Batman,,
589,593,"Silence of the Lambs, The",,
590,594,Snow White and the Seven Dwarfs,,
591,595,Beauty and the Beast,,
592,596,Pinocchio,,
593,597,Pretty Woman,,
594,598,Window to Paris,,
595,599,"Wild Bunch, The",,
596,600,Love and a .45,,
597,601,"Wooden Man's Bride, The (Wu Kui)",,
598,602,"Great Day in Harlem, A",,
599,603,"Bye Bye, Love",,
600,604,Criminals,,
601,605,One Fine Day,,
602,606,Candyman: Farewell to the Flesh,,
603,607,Century,,
604,608,Fargo,,
605,609,Homeward Bound II: Lost in San Francisco,,
606,610,Heavy Metal,,
607,611,Hellraiser: Bloodline,,
608,612,"Pallbearer, The",,
609,613,Jane Eyre,,
610,614,Loaded,,
611,615,Bread and Chocolate (Pane e cioccolata),,
612,616,"Aristocats, The",,
613,617,"Flower of My Secret, The (La Flor de Mi Secreto)",,
614,618,Two Much,,
615,619,Ed,,
616,620,Scream of Stone (Schrei aus Stein),,
617,621,My Favorite Season,,
618,623,"Modern Affair, A",,
619,624,Condition Red,,
620,625,Asfour Stah,,
621,626,"Thin Line Between Love and Hate, A",,
622,627,"Last Supper, The",,
623,628,Primal Fear,,
624,629,Rude,,
625,630,Carried Away,,
626,631,All Dogs Go to Heaven 2,,
627,632,Land and Freedom (Tierra y libertad),,
628,633,Denise Calls Up,,
629,634,Theodore Rex,,
630,635,"Family Thing, A",,
631,636,Frisk,,
632,637,Sgt. Bilko,,
633,638,Jack and Sarah,,
634,639,Girl 6,,
635,640,Diabolique,,
636,641,"Little Indian, Big City (Un indien dans la ville)",,
637,642,Roula,,
638,643,Peanuts - Die Bank zahlt alles,,
639,644,Happy Weekend,,
640,645,Nelly & Monsieur Arnaud,,
641,647,Courage Under Fire,,
642,648,Mission: Impossible,,
643,649,Cold Fever (Á köldum klaka),,
644,650,Moll Flanders,,
645,651,"Superweib, Das",,
646,652,"301, 302",,
647,653,Dragonheart,,
648,654,Und keiner weint mir nach,,
649,655,Mutters Courage,,
650,656,Eddie,,
651,657,Yankee Zulu,,
652,658,Billy's Holiday,,
653,659,Purple Noon,,
654,660,August,,
655,661,James and the Giant Peach,,
656,662,Fear,,
657,663,Kids in the Hall: Brain Candy,,
658,664,Faithful,,
659,665,Underground,,
660,666,All Things Fair,,
661,667,Bloodsport 2,,
662,668,Pather Panchali,,
663,669,Aparajito,,
664,670,"World of Apu, The (Apur Sansar)",,
665,671,Mystery Science Theater 3000: The Movie,,
666,672,Tarantella,,
667,673,Space Jam,,
668,674,Barbarella,,
669,675,Hostile Intentions,,
670,676,They Bite,,
671,678,Some Folks Call It a Sling Blade,,
672,679,"Run of the Country, The",,
673,680,Alphaville,,
674,681,Clean Slate (Coup de Torchon),,
675,682,Tigrero: A Film That Was Never Made,,
676,683,"Eye of Vichy, The (Oeil de Vichy, L')",,
677,684,Windows,,
678,685,It's My Party,,
679,687,Country Life,,
680,688,Operation Dumbo Drop,,
681,690,"Promise, The (Versprechen, Das)",,
682,691,Mrs. Winterbourne,,
683,692,Solo,,
684,693,Under the Domin Tree (Etz Hadomim Tafus),,
685,694,"Substitute, The",,
686,695,True Crime,,
687,696,Butterfly Kiss,,
688,697,Feeling Minnesota,,
689,698,Delta of Venus,,
690,699,To Cross the Rubicon,,
691,700,Angus,,
692,701,Daens,,
693,702,Faces,,
694,703,Boys,,
695,704,"Quest, The",,
696,705,Cosi,,
697,706,Sunset Park,,
698,707,Mulholland Falls,,
699,708,"Truth About Cats & Dogs, The",,
700,709,Oliver & Company,,
701,710,Celtic Pride,,
702,711,Flipper,,
703,712,Captives,,
704,713,Of Love and Shadows,,
705,714,Dead Man,,
706,715,"Horseman on the Roof, The (Hussard sur le toit, Le)",,
707,716,Switchblade Sisters,,
708,717,Mouth to Mouth (Boca a boca),,
709,718,"Visitors, The (Les Visiteurs)",,
710,719,Multiplicity,,
711,720,Wallace & Gromit: The Best of Aardman Animation,,
712,721,Halfmoon (Paul Bowles - Halbmond),,
713,722,"Haunted World of Edward D. Wood Jr., The",,
714,723,Two Friends,,
715,724,"Craft, The",,
716,725,"Great White Hype, The",,
717,726,Last Dance,,
718,727,War Stories,,
719,728,Cold Comfort Farm,,
720,729,"Institute Benjamenta, or This Dream People Call Human Life",,
721,730,"Low Life, The",,
722,731,Heaven's Prisoners,,
723,732,Original Gangstas,,
724,733,"Rock, The",,
725,734,Getting Away With Murder,,
726,735,Cemetery Man (Dellamorte Dellamore),,
727,736,Twister,,
728,737,Barb Wire,,
729,738,"Garcu, Le",,
730,739,Honigmond,,
731,741,Ghost in the Shell (Kokaku kidotai),,
732,742,Thinner,,
733,743,Spy Hard,,
734,744,Brothers in Trouble,,
735,745,"Close Shave, A",,
736,746,Force of Evil,,
737,747,"Stupids, The",,
738,748,"Arrival, The",,
739,749,"Man from Down Under, The",,
740,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,
741,751,Careful,,
742,752,Vermont Is For Lovers,,
743,753,"Month by the Lake, A",,
744,754,Gold Diggers: The Secret of Bear Mountain,,
745,755,Kim,,
746,756,Carmen Miranda: Bananas Is My Business,,
747,757,Ashes of Time,,
748,758,"Jar, The (Khomreh)",,
749,759,Maya Lin: A Strong Clear Vision,,
750,760,Stalingrad,,
751,761,"Phantom, The",,
752,762,Striptease,,
753,763,"Last of the High Kings, The (a.k.a. Summer Fling)",,
754,764,Heavy,,
755,765,Jack,,
756,766,I Shot Andy Warhol,,
757,767,"Grass Harp, The",,
758,768,Someone Else's America,,
759,769,Marlene Dietrich: Shadow and Light,,
760,770,Costa Brava,,
761,771,"Vie est belle, La (Life is Rosey)",,
762,772,Quartier Mozart,,
763,773,Touki Bouki (Journey of the Hyena),,
764,774,Wend Kuuni (God's Gift),,
765,775,Spirits of the Dead (Tre Passi nel Delirio),,
766,776,Babyfever,,
767,777,Pharaoh's Army,,
768,778,Trainspotting,,
769,779,'Til There Was You,,
770,780,Independence Day (ID4),,
771,781,Stealing Beauty,,
772,782,"Fan, The",,
773,783,"Hunchback of Notre Dame, The",,
774,784,"Cable Guy, The",,
775,785,Kingpin,,
776,786,Eraser,,
777,787,"Gate of Heavenly Peace, The",,
778,788,"Nutty Professor, The",,
779,789,"I, Worst of All (Yo, la peor de todas)",,
780,790,An Unforgettable Summer,,
781,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",,
782,792,"Hungarian Fairy Tale, A",,
783,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),,
784,794,Midnight Dancers (Sibak),,
785,795,Somebody to Love,,
786,796,"Very Natural Thing, A",,
787,797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",,
788,798,Daylight,,
789,799,"Frighteners, The",,
790,800,Lone Star,,
791,801,Harriet the Spy,,
792,802,Phenomenon,,
793,803,Walking and Talking,,
794,804,She's the One,,
795,805,"Time to Kill, A",,
796,806,American Buffalo,,
797,807,"Rendezvous in Paris (Rendez-vous de Paris, Les)",,
798,808,Alaska,,
799,809,Fled,,
800,810,Kazaam,,
801,811,"Bewegte Mann, Der",,
802,812,Magic Hunter,,
803,813,Larger Than Life,,
804,814,"Boy Called Hate, A",,
805,815,Power 98,,
806,816,Two Deaths,,
807,818,"Very Brady Sequel, A",,
808,819,Stefano Quantestorie,,
809,820,"Death in the Garden (Mort en ce jardin, La)",,
810,821,"Crude Oasis, The",,
811,822,Hedd Wyn,,
812,823,"Collectionneuse, La",,
813,824,Kaspar Hauser,,
814,825,Echte Kerle,,
815,826,Diebinnen,,
816,827,"Convent, The (Convento, O)",,
817,828,"Adventures of Pinocchio, The",,
818,829,Joe's Apartment,,
819,830,"First Wives Club, The",,
820,831,Stonewall,,
821,832,Ransom,,
822,833,High School High,,
823,834,Phat Beach,,
824,835,Foxfire,,
825,836,Chain Reaction,,
826,837,Matilda,,
827,838,Emma,,
828,839,"Crow: City of Angels, The",,
829,840,House Arrest,,
830,841,Eyes Without a Face,,
831,842,Tales from the Crypt Presents: Bordello of Blood,,
832,843,Lotto Land,,
833,844,"Story of Xinghua, The",,
834,845,"Day the Sun Turned Cold, The (Tianguo niezi)",,
835,846,Flirt,,
836,847,"Big Squeeze, The",,
837,848,"Spitfire Grill, The",,
838,849,Escape from L.A.,,
839,850,Cyclo,,
840,851,Basquiat,,
841,852,Tin Cup,,
842,853,Dingo,,
843,854,"Ballad of Narayama, The (Narayama Bushiko)",,
844,855,Every Other Weekend,,
845,856,Mille bolle blu,,
846,857,Crows and Sparrows,,
847,858,"Godfather, The",,
848,859,"Hippie Revolution, The",,
849,860,"Maybe, Maybe Not (Bewegte Mann, Der)",,
850,861,Supercop,,
851,862,Manny & Lo,,
852,863,Celestial Clockwork,,
853,864,"Wife, The",,
854,865,Small Faces,,
855,866,Bound,,
856,867,Carpool,,
857,868,Death in Brunswick,,
858,869,Kansas City,,
859,870,Gone Fishin',,
860,871,Lover's Knot,,
861,872,Aiqing wansui,,
862,873,Shadow of Angels (Schatten der Engel),,
863,874,Killer: A Journal of Murder,,
864,875,Nothing to Lose,,
865,876,Police Story 4: Project S (Chao ji ji hua),,
866,877,Girls Town,,
867,878,Bye-Bye,,
868,879,"Relic, The",,
869,880,"Island of Dr. Moreau, The",,
870,881,First Kid,,
871,882,"Trigger Effect, The",,
872,884,Sweet Nothing,,
873,885,Bogus,,
874,886,Bulletproof,,
875,887,Talk of Angels,,
876,888,Land Before Time III: The Time of the Great Giving,,
877,889,1-900,,
878,890,Baton Rouge,,
879,891,Halloween: The Curse of Michael Myers,,
880,892,Twelfth Night,,
881,893,Mother Night,,
882,894,Liebelei,,
883,895,Venice/Venice,,
884,896,Wild Reeds,,
885,897,For Whom the Bell Tolls,,
886,898,"Philadelphia Story, The",,
887,899,Singin' in the Rain,,
888,900,"American in Paris, An",,
889,901,Funny Face,,
890,902,Breakfast at Tiffany's,,
891,903,Vertigo,,
