movieId,title,primary_genre,x,y
6691,Maquia: When the Promised Flower Blooms (2018),Animation,13.02926,-4.389035
3999,Yeh Jawaani Hai Deewani (2013),Romance,50.11169,4.8372064
2847,Forgetting Sarah Marshall (2008),Comedy,15.218154,-22.93435
7468,Kara,Crime,40.538296,13.19862
360,Encanto (2021),Animation,-52.400234,-13.751063
5037,The Next 365 Days (2022),Romance,35.164383,16.043417
5039,Cry Macho (2021),Drama,-24.590248,10.519929
5308,Siko Siko (2025),Comedy,21.233793,2.1103632
4486,South Park: Post COVID: The Return of COVID (2021),Animation,18.655867,64.1815
422,Mamma Mia! (2008),Comedy,2.3716786,29.967455
1220,El Camino: A Breaking Bad Movie (2019),Crime,0.002722956,-12.664714
4321,October (2018),Drama,46.63037,2.381267
6382,Paranoid Park (2007),Drama,19.36942,57.099762
309,Captain America: Civil War (2016),Adventure,-21.593752,-56.046986
819,Southpaw (2015),Action,14.022,-19.646143
788,The Hunt (2012),Drama,43.657875,-13.999156
5414,Studio 666 (2022),Horror,-17.217117,28.664158
45,Jay Kelly (2025),Drama,13.701538,10.626667
515,Trap (2024),Crime,-4.411787,-1.3338368
504,Road House (2024),Action,27.697523,60.15532
2766,Bride of Chucky (1998),Horror,-12.159921,49.49671
3244,Send Help,Horror,-34.47817,7.9718404
6933,Sound of Freedom,Action,-28.353338,-1.7045791
3952,Missing Home (2022),Drama,5.0918937,59.977516
578,Thirteen,Drama,14.6589775,25.123901
4910,High and Low,Drama,2.1927333,-25.771809
3455,Despicable Me 3,Action,-42.519314,-29.887499
1741,Heat,Crime,-27.92528,32.601913
2964,Blood Diamond (2006),Drama,-2.165858,-20.567032
4261,Bingo: The King of the Mornings (2017),Comedy,-19.171263,-17.25642
1446,Poison (2023),Comedy,-67.18982,-2.770073
630,Kingsman: The Golden Circle (2017),Action,-19.229034,-27.890436
6388,Despicable Me,Animation,-42.102203,-30.548018
329,Beautiful Boy (2018),Drama,-27.242743,7.951416
2701,The Power of the Dog (2021),Drama,-25.914991,-15.757021
2662,13 Going on 30,Comedy,14.251776,-48.194145
1769,The Naked Gun: From the Files of Police Squad!,Comedy,-32.24579,33.311634
1932,Avatar Aang: The Last Airbender (2026),Animation,-40.085796,-24.89612
5185,Pretty Woman,Romance,-27.299936,38.564816
5551,The Muppets (2011),Comedy,-39.58192,-11.750491
3729,Someone Great (2019),Comedy,14.268545,-45.356277
3850,Chemical Hearts (2020),Drama,18.214336,43.17557
2149,The Punisher: One Last Kill,Action,-19.09471,-53.92822
2944,Toxic (2024),Drama,21.375435,26.270573
5590,Devara: Part 1 (2024),Action,35.442898,3.3225155
276,The Seed of the Sacred Fig (2024),Drama,34.766582,-9.19056
1417,The Most Precious of Cargoes (2024),Animation,20.785927,-5.3835464
5798,Get Smart (2008),Action,-19.997152,-26.132431
5515,My Broken Mariko (2022),Drama,11.649135,27.031986
3546,The Perfect Couple (2024),Comedy,38.15383,51.108994
455,It Chapter Two (2019),Horror,-0.12740025,-5.8916416
2820,My Own Private Idaho (1991),Drama,-3.0549457,-11.375921
7387,The Polar Express,Adventure,-50.937054,-31.163696
2049,The Good Dinosaur (2015),Adventure,-56.70338,-24.85979
651,Gladiator,Action,32.327747,-28.42241
2069,Scream 7,Horror,-13.496846,43.242874
2182,The Tree of Life (2011),Drama,11.814333,-5.496342
7479,The Dreamers,Drama,36.51027,-17.323185
5455,Frozen Fever (2015),Animation,-56.087517,-21.02192
7610,Jules (2023),Comedy,-20.760136,-40.361126
7084,Rocketry: The Nambi Effect (2022),Drama,-27.24536,0.73487896
4880,Ford v Ferrari,Drama,-57.136192,4.600807
1123,Grease (1978),Romance,22.62154,41.84357
4254,Scott Pilgrim vs. the World,Action,-9.072949,-15.098552
4969,"Miraculous World: London, At the Edge of Time (2024)",Animation,33.0553,-20.023676
4406,Kaamelott: The Second Chapter (Part I) (2025),Adventure,26.569725,-18.493593
299,The Shawshank Redemption (1994),Drama,17.131733,5.7713704
4623,Brothers (2024),Action,-4.542149,-9.038461
3890,Guns Akimbo (2019),Action,4.623988,-12.386584
308,Captain America: Civil War,Adventure,-21.600212,-56.04926
5620,Lost in Translation,Drama,38.022823,-30.170135
4498,Blockers (2018),Comedy,13.73606,2.7994378
5284,American Pie (1999),Comedy,17.57792,39.351112
361,The President's Cake (2025),Drama,21.019405,12.099431
2828,The Raid (2011),Action,9.8260565,-9.123903
4219,The King of Pigs (2022),Animation,37.119965,52.75556
2181,Letters to Juliet (2010),Comedy,-17.688915,17.875877
2648,Afire (2023),Drama,38.3957,-23.148106
3415,Color Out of Space (2019),Horror,-19.9841,-38.63029
5763,Barbie & Her Sisters in A Pony Tale (2013),Animation,-47.713326,-26.81311
3604,Grave Torture (2024),Horror,3.9020271,55.167328
557,The Great Gatsby (2013),Drama,-37.39459,1.275692
2667,The SpongeBob SquarePants Movie (2004),Adventure,-41.86133,-25.490696
7510,Parachute,Drama,11.853392,14.166001
5163,The Dream Songs (2022),Drama,34.787834,50.469315
1496,Business Proposal (2022),Drama,7.413502,58.849396
3398,Mona Lisa Smile (2003),Drama,-18.657112,-13.871314
1176,Wild Child (2008),Comedy,15.884916,46.98519
3723,Napoleon Dynamite,Comedy,20.58542,41.62945
6209,Kuberaa (2025),Crime,28.844898,10.391018
3,Wolf Man (2025),Horror,-3.3626337,5.7440243
807,Fight Club,Drama,-37.59836,-7.021756
5729,L.A. Confidential (1997),Crime,3.2293963,12.792885
1801,"Miraculous: Ladybug & Cat Noir, The Movie (2023)",Animation,33.890026,-19.745613
5323,Death Whisperer 2 (2024),Horror,9.460774,8.268537
794,Hot Fuzz (2007),Crime,-39.158722,14.052255
5092,The Girl with the Needle (2024),Drama,45.429596,-10.901459
2790,Atomic Blonde (2017),Action,39.851738,-25.056587
6115,Velaiyilla Pattathari (2014),Drama,37.779026,-2.7408938
4591,Martyrs (2008),Horror,16.273882,13.095922
6176,The Great Ambition (2024),Drama,21.93389,-4.6512523
5352,Piku (2015),Comedy,55.22428,4.840464
852,Alone/Together (2019),Romance,51.872128,21.86597
2707,Ponniyin Selvan: Part II (2023),Action,-22.528269,-17.097734
7629,My Annoying Brother (2024),Comedy,3.089271,56.60584
1504,All of Us Strangers (2023),Romance,-28.727398,14.716997
4859,The Young Girls of Rochefort,Romance,-6.3783026,33.937634
6447,Magnolia,Drama,-47.512173,26.726122
3190,Detachment (2011),Drama,19.752626,47.278877
4288,Mad God (2021),Animation,-35.430046,-42.122948
4821,Firebird (2021),Drama,6.5922003,44.047405
1084,12 Years a Slave (2013),Drama,-32.142155,-0.8058932
6722,Falimy (2023),Drama,37.4802,10.554899
5189,The Night House (2020),Horror,4.6365457,-2.3500314
3536,Scream 2 (1997),Horror,-14.32274,44.467014
997,Ice Age (2002),Animation,-32.658463,-15.450927
742,Batman Begins (2005),Drama,-31.30012,-38.06671
638,The Edge of Seventeen (2016),Comedy,13.16248,37.368713
3203,Nocturnal Animals,Drama,-8.651997,-17.992384
6570,Gummo,Drama,-5.7793984,33.594513
4631,Bye Bye Morons (2020),Comedy,26.874615,-6.6389675
6645,Before the Devil Knows You're Dead (2007),Crime,-40.279804,7.000647
4044,In a Heartbeat (2017),Animation,4.857453,43.27928
589,Five Nights at Freddy's 2,Horror,-1.720459,5.4171867
970,Joker,Crime,-33.37129,-38.88019
6727,Moneyball,Drama,-29.330639,2.8607337
2611,Enchanted (2007),Comedy,-53.54139,-18.139265
5681,Playdate (2025),Action,23.70334,6.384064
2958,No Strings Attached (2011),Comedy,17.011154,10.366209
3663,Dunki (2023),Adventure,43.36959,6.6228023
5359,Night on Earth (1991),Comedy,-7.1554613,-11.446561
1482,It Ends (2025),Horror,0.7114345,7.9745865
1821,Clown in a Cornfield (2025),Horror,5.838365,2.7467024
5096,The Purge: Anarchy (2014),Horror,-7.9079447,2.7532892
64,Salem's Lot (2024),Horror,-7.679329,26.218344
1399,Gladiator II,Action,31.903418,-28.24575
6906,Saw X,Horror,-8.377149,6.1719656
2013,Office Space (1999),Comedy,4.14674,-17.440416
5614,At the Bar (2007),Crime,17.93279,1.8527141
3660,Subservience (2024),Horror,-14.813496,-44.377197
302,Little Miss Sunshine (2006),Comedy,-5.320571,-11.583717
6261,All the Long Nights (2024),Drama,12.049263,21.156645
757,Jane Austen Wrecked My Life (2024),Comedy,26.275354,-11.932057
2724,Evil Dead (2013),Horror,-14.370247,10.601946
2561,Stranger Than Fiction (2006),Drama,-1.9118689,-22.382322
4858,The Young Girls of Rochefort (1967),Romance,-6.3782716,33.937683
3074,We Bare Bears: The Movie (2020),Animation,-52.539673,-5.6908135
2165,Dracula Untold (2014),Horror,-11.735282,2.928361
4051,Alone (2008),Horror,9.757091,7.7595224
6414,Sultan (2016),Drama,52.19524,5.20214
988,Captain Fantastic (2016),Adventure,-5.33132,-5.7045627
1595,Hokum,Horror,2.0011528,1.4610368
1113,The House That Jack Built (2018),Drama,44.620476,-12.277325
111,Saltburn (2023),Drama,8.16161,-6.1489086
6433,Bring Her Back,Horror,-1.8349996,10.797618
5529,The Insider,Drama,-20.843777,-20.364017
1269,Possession (1981),Horror,40.76097,-24.196281
6582,My Hero Academia: Two Heroes (2018),Animation,-2.0407772,-38.215305
1207,Night at the Museum: Secret of the Tomb (2014),Adventure,-44.20629,-6.0581155
5521,Harry Potter and the Deathly Hallows: Part 2,Adventure,-38.720615,23.73312
7022,Brother (1997),Crime,-3.619209,37.48516
1523,Aşk Sadece Bir An (2025),Romance,35.394573,21.04261
1813,Pearl,Horror,-17.55443,44.667583
7604,Before I Fall,Drama,-9.201853,19.914463
147,MaXXXine (2024),Horror,-22.352459,41.228256
5875,We Will Go (2025),Comedy,25.830614,-10.264798
5162,Light Light Light (2023),Drama,20.598639,20.67602
545,The Pianist (2002),Drama,-22.719252,-8.284496
4993,Time to Hunt (2020),Drama,35.957996,53.785973
2652,Isi & Ossi (2020),Romance,17.690866,-18.497915
7679,The Starling Girl (2023),Drama,15.726259,24.012989
6851,Spider-Man 2,Action,-26.25079,-59.423565
1118,A Traveler's Needs (2024),Drama,38.229446,52.80245
4131,Molly's Game (2017),Drama,-23.478733,-1.1002152
3349,The Transporter (2002),Action,17.560228,-22.117365
5719,The Cabinet of Dr. Caligari (1920),Drama,14.961418,-11.840784
2705,Memoria (2021),Drama,9.678232,-1.3318716
2657,Suck Me Shakespeer (2013),Comedy,41.879486,-22.633593
786,The Secret Life of Walter Mitty (2013),Adventure,-45.4461,-2.9637866
4108,Big Take (2024),Action,-0.8129112,27.175976
877,Mission: Impossible – Ghost Protocol (2011),Action,-21.057224,-28.008533
3292,Silent Hill (2006),Horror,-4.882539,-21.997488
3458,H Is for Hawk (2025),Drama,-8.749206,-0.50830233
2026,Your Lie in April (2014),Drama,-1.1598318,-27.225786
7500,Anything for Jackson (2020),Horror,-4.731435,8.7795105
2739,The 40 Year Old Virgin,Comedy,-42.07818,5.8669686
7215,The Lake House (2006),Romance,3.4024124,-5.232679
2894,NANA,Romance,-18.620861,30.567884
62,After the Hunt (2025),Drama,3.8281634,21.22877
1185,The Conjuring: Last Rites,Horror,-6.554512,8.225617
1908,Puss in Boots: The Last Wish,Animation,-47.99107,-17.587227
2088,Mortal Engines (2018),Adventure,-12.411007,15.610825
3196,Gangs of New York (2002),Drama,13.929122,-35.01381
1389,Halloween Kills (2021),Horror,-14.386112,46.152027
5051,65 (2023),Action,-17.225142,-42.830338
6134,Dancer in the Dark (2000),Drama,41.650356,-12.071119
4058,SPY x FAMILY CODE: White (2023),Animation,-0.31691372,-33.794025
5156,We Bought a Zoo (2011),Drama,-13.0502405,-13.359875
6004,13 Bombs (2023),Action,40.89156,45.366154
5351,Wild Tales (2014),Drama,29.290314,16.87917
2215,Like Stars on Earth (2007),Drama,53.49237,4.41281
7360,Sandiwara (2026),Drama,41.53959,19.630058
4370,Arif V 216 (2018),Adventure,15.512002,0.18691994
4868,Boiling Point,Drama,-32.23828,11.336421
1628,Jerry Maguire,Comedy,17.497715,-14.296941
3167,Before Sunrise,Drama,37.076866,-36.346558
1086,Kill Bill: Vol. 1,Action,46.428677,35.40547
1827,The Strangers: Chapter 3 (2026),Horror,3.4871058,4.2967176
4418,20th Century Girl,Romance,33.58214,50.172207
3452,Rampage (2018),Action,-10.595699,-48.0311
1649,Adaptation. (2002),Comedy,-12.211545,-2.4415064
4295,Dhoom Dhaam (2025),Comedy,48.487125,8.510127
5215,Check the Store Next Door 2 (2022),Comedy,5.2411723,59.928642
3528,Bicycle Thieves (1948),Drama,15.63573,-11.995219
4626,Daaaaaalí! (2023),Comedy,29.85962,-13.524828
7285,Palm Springs,Comedy,26.568466,-1.2525563
2445,Brave Citizen (2023),Action,35.120007,51.680195
2057,Mrs. Doubtfire (1993),Comedy,-15.218393,-14.265918
4225,Vagabond (2019),Drama,30.078331,-7.151265
5045,Jack Reacher: Never Go Back (2016),Action,-9.838174,-18.502958
5840,Patriot,Action,35.701244,9.372234
3007,Hundreds of Beavers (2022),Comedy,-13.663159,2.4050946
3968,Misery (1990),Drama,-7.3576107,-2.4842408
3413,Veronica (2017),Horror,8.012496,5.367517
6519,Escape from New York (1981),Action,14.864657,-36.21854
4746,Harry Potter and the Half-Blood Prince,Adventure,-38.70834,23.735998
5782,Tokyo Story (1953),Drama,19.240648,-3.7824643
2869,The Hitman's Bodyguard (2017),Action,-18.522738,-28.478737
4428,Falling for Christmas (2022),Romance,2.6597662,-54.645596
1335,Moonrise Kingdom,Comedy,-66.77319,-1.3174955
1739,Lee Cronin's The Mummy,Horror,-2.507966,8.136471
6839,Ouran High School Host Club (2006),Comedy,22.859915,36.63206
2909,Tangled,Animation,-53.87051,-20.646954
4146,The Alto Knights (2025),Crime,13.28,-34.77206
3853,Haunt (2019),Horror,0.56470567,-3.616223
523,Ready Player One (2018),Adventure,-13.865739,20.940107
1241,Man of Steel (2013),Action,-28.730738,-42.24208
5656,maboroshi (2023),Animation,22.095673,30.893433
5388,Dawn of the Dead (2004),Horror,-18.103006,9.507637
2089,Trolls (2016),Adventure,-39.555927,-18.767107
4317,Tamasha (2015),Romance,55.4169,5.0419393
1624,Barbarian,Horror,-13.083693,41.32379
2400,Love (2015),Drama,35.71045,-17.173517
1872,Brick (2005),Drama,-8.080489,-14.71516
4290,Sirāt,Drama,19.707373,2.6516562
6942,Detachment,Drama,19.754473,47.1872
699,Pokémon Detective Pikachu (2019),Action,-7.613079,-32.674744
4582,The Other Boleyn Girl (2008),Drama,-17.503231,1.3683832
341,The Other Guys (2010),Comedy,-32.632805,41.424885
950,Reservoir Dogs (1992),Crime,48.748226,36.162323
4298,OMG 2 (2023),Comedy,43.668888,8.117789
5943,Brothers (2024),Action,-4.5421886,-9.038465
1790,Easy A (2010),Comedy,18.352306,37.860043
224,No Country for Old Men (2007),Crime,-46.174618,18.769596
3436,Crime 101,Crime,-27.542711,33.41478
3593,The Old Guard 2 (2025),Action,22.047377,10.612088
2605,Sick of Myself (2022),Comedy,50.106445,-16.763254
7734,Good One (2024),Drama,16.745409,24.605686
3949,My Love Story With Yamada-kun at Lv999 (2023),Comedy,11.318622,19.986713
3068,Thelma & Louise,Drama,-9.064484,-10.930225
1754,Brother Bear (2003),Adventure,-52.59952,-24.116062
269,Bitter Christmas (2026),Drama,27.832,18.52728
5555,Summer 1993 (2017),Drama,17.291435,30.16301
5692,Meet Me Next Christmas (2024),Romance,16.257057,-42.937702
23,Saturday Night (2024),Comedy,-24.602402,0.67889905
2397,Silence (2016),Drama,8.618252,-32.644867
3527,Back to the Future Part III (1990),Adventure,-56.359863,-2.1801405
4391,Crimson Peak,Horror,-61.805473,-8.964586
5628,Karate Kid: Legends,Action,41.257786,33.582287
1658,Battle of the Sexes (2017),Drama,-24.075235,-1.6047814
533,Braveheart (1995),Action,-19.287445,-6.8575087
5955,Megamind,Animation,-38.409,-31.784986
1243,The Devil's Advocate (1997),Horror,7.3263326,-48.10328
2226,Demon Slayer: Kimetsu no Yaiba (2019),Animation,-36.958668,-66.13392
805,Brokeback Mountain (2005),Drama,4.771478,46.620037
4632,Happening (2021),Drama,30.905144,-8.819522
7796,Inu-Oh (2021),Animation,-0.49951306,-31.472574
1552,The Darjeeling Limited (2007),Adventure,-66.40584,-3.3549554
6476,Sirai (2025),Drama,32.014454,11.0819235
6066,Love Again (2023),Romance,7.5981207,-40.779896
4741,The Impossible,Drama,-34.336266,2.8116848
6303,Eko (2025),Drama,33.697144,7.2346845
3644,The Secret Life of Pets 2 (2019),Animation,-39.17279,-16.073067
4274,Deerskin (2019),Comedy,28.842556,-14.555487
4088,Ancika (2024),Drama,4.355845,53.915623
859,Mallari (2023),Horror,-8.149631,46.008392
5545,Güeros (2014),Drama,10.763525,2.1211271
7561,Muse (2025),Drama,24.913681,9.634321
5027,Boot Camp (2024),Romance,-6.4238195,18.602262
6869,Sunny Sanskari Ki Tulsi Kumari (2025),Romance,48.977528,4.9783955
7124,Bar Boys: After School (2025),Drama,50.085648,23.549068
4157,Cover-Up (2025),Crime,25.463243,-15.610617
113,Interstellar (2014),Adventure,-29.45473,-35.457455
784,My Life as a Zucchini (2016),Animation,19.610952,-16.753023
2351,Face/Off (1997),Action,3.0881479,-15.08311
370,Teenage Mutant Ninja Turtles: Mutant Mayhem (2023),Animation,-32.301228,-27.62448
3858,The Exorcist,Horror,-0.8168441,12.268783
7175,Mona Lisa Smile,Drama,-18.663252,-13.864972
74,Speak,Drama,18.284237,35.6328
1491,Fireworks (2023),Drama,8.29867,42.44023
4191,The Lost Chapter: Yuki's Revenge (2025),Action,47.293728,35.663708
5125,Man in Love (2021),Romance,37.550175,30.402372
466,Fear Street: 1994 (2021),Horror,-28.167582,20.76778
1020,Fast & Furious 6 (2013),Action,-55.21996,5.7892613
2210,Orphan (2009),Horror,-50.300095,10.925642
6532,Some Like It Hot (1959),Comedy,-19.280552,35.47508
1293,"Oslo, August 31st (2011)",Drama,12.68652,-10.164954
3320,The Teachers' Lounge (2023),Drama,19.714579,49.691933
3351,Back to the Future Part III,Adventure,-56.359745,-2.1774967
373,Black Adam (2022),Action,-31.452387,-45.12538
6306,Padakkalam (2025),Comedy,33.324726,9.408142
5223,My Little Pony: Equestria Girls - Legend of Everfree (2016),Adventure,-56.07247,-11.317481
109,Spider-Man: No Way Home (2021),Action,-25.31843,-58.108055
593,Ant-Man and the Wasp (2018),Action,-23.861933,-55.70077
3885,SLC Punk,Comedy,-19.505949,30.478067
2504,Left-Handed Girl (2025),Drama,4.9245024,29.40828
2037,The Penguin Lessons (2024),Drama,-24.198236,2.6466951
6252,Ferris Bueller's Day Off,Comedy,18.466879,41.02525
5360,Legends of the Fall (1994),Drama,-12.741621,-27.126131
3681,9 (2009),Action,-10.913461,-38.987263
4291,X-Men Origins: Wolverine,Adventure,-25.634375,-49.928497
3371,Sentimental Value,Drama,42.314846,-13.377476
5091,Colors of Evil: Red (2024),Crime,-15.348535,12.698094
4806,Handsome Devil (2016),Drama,13.622053,43.955425
3367,The Settlers (2023),Drama,43.460884,-16.563211
6502,Goodbye Berlin (2016),Drama,-5.479195,-7.9047256
2502,A Cure for Wellness (2016),Horror,-29.53505,26.191452
3011,Frank (2014),Comedy,-1.12318,-0.37430146
3008,Clerks (1994),Comedy,-18.883663,34.957085
3474,The Bikeriders (2023),Crime,-14.202084,-4.199203
494,Entergalactic,Animation,12.888799,-42.586937
5238,Silenced (2011),Drama,37.25069,53.257442
7504,Searching,Drama,-3.1808982,15.387235
6773,Primitive War (2025),Action,-16.8332,-10.358998
2579,28 Days Later,Horror,-32.962585,14.87832
3438,We're the Millers,Comedy,-39.99339,38.384014
659,The Lego Movie (2014),Animation,-38.74896,-21.486212
5160,High School Musical 2 (2007),Comedy,22.548962,42.84034
4499,The Upside (2017),Comedy,16.821257,-9.72581
81,Deadpool & Wolverine (2024),Action,-24.069918,-52.622185
2266,O'Romeo (2026),Romance,46.05478,10.368301
2222,Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village- (2023),Animation,-37.465805,-65.61732
6392,Faces of Death,Horror,50.967022,-14.415806
2380,Paterson (2016),Drama,-7.255535,-16.95482
992,Pig (2021),Drama,0.46871972,-18.73685
1705,Passengers (2016),Drama,-24.220278,-35.513363
6148,Kuroko's Basketball the Movie: Last Game (2017),Animation,4.502857,-30.10963
6048,The Boy Who Killed My Parents (2021),Crime,32.4508,23.568283
1043,Transporter 3 (2008),Action,17.214266,-22.144022
5834,Premalu (2024),Romance,37.33699,6.5100455
6268,Diary of a Wimpy Kid: Rodrick Rules,Animation,-61.260803,-19.149147
461,The Black Phone (2021),Horror,-10.4184675,40.467995
6458,Bram Stoker's Dracula,Romance,-12.124034,2.8693042
2984,Jeepers Creepers 2 (2003),Horror,21.77968,40.436176
5170,Recep Ivedik 3 (2010),Comedy,37.751,-4.404079
6528,Kamikaze Girls (2004),Comedy,-1.9577734,-31.437136
3076,Primal (2019),Action,3.3324277,-11.784759
5258,My Father and My Son (2005),Drama,17.849337,-7.396346
1603,The SpongeBob SquarePants Movie,Adventure,-41.85214,-25.486847
590,Aquaman (2018),Action,-29.184332,-45.52556
937,Steve (2025),Drama,29.920065,31.521927
746,Presence (2024),Drama,-2.7146242,11.075274
5500,Frozen,Animation,-55.301895,-18.944248
28,The Devil Wears Prada 2,Comedy,8.885585,-45.796013
1473,Heart Eyes (2025),Horror,-11.693863,43.79318
729,The Texas Chain Saw Massacre (1974),Horror,-19.342451,44.708344
6559,Bridget Jones's Diary,Comedy,-41.467026,15.898054
5169,Recep Ivedik (2008),Comedy,38.991096,-6.0338726
2205,Saving Face (2004),Comedy,19.60111,16.187403
5344,I Am Frankelda (2025),Animation,-7.523192,25.044674
5445,Wristcutters: A Love Story (2006),Comedy,-6.5952854,-14.0923
3926,A Brother and 7 Siblings (2024),Drama,3.2290127,57.012917
6826,Haseen Dillruba (2021),Romance,52.180317,10.236527
6914,Lord of War (2005),Crime,-18.312485,-8.978217
762,"Sorry, Baby (2025)",Drama,29.043577,25.970146
2974,Terminator 3: Rise of the Machines (2003),Action,-8.919711,-41.676826
6496,Escape from Pretoria (2020),Drama,-30.191242,8.362488
5712,The Imaginary (2023),Animation,-2.2603204,-29.740938
465,Luca (2021),Animation,-34.878616,-24.005445
1773,The Northman,Action,-32.02851,27.210594
5693,Rez Ball (2024),Drama,25.38691,45.007656
2903,Your Name Engraved Herein (2020),Romance,9.211145,45.33506
5820,Atonement,Drama,-40.4181,10.7046
5732,AVP: Alien vs. Predator (2004),Adventure,-18.855019,-39.733597
234,Up (2009),Animation,-44.48267,-12.204449
222,Terminator 2: Judgment Day,Action,-8.987459,-40.998356
4598,The Elephant Man,Drama,-31.396557,1.652939
1934,Creep (2014),Horror,-7.971434,11.8800335
1476,Novocaine (2025),Action,24.79265,2.902342
3296,Black Phone 2,Horror,-10.408395,40.45475
2996,Justice League: The Flashpoint Paradox (2013),Animation,-31.599253,-41.45803
4174,White Noise (2022),Comedy,1.6174433,19.128885
2821,Only Yesterday (1991),Animation,-2.466875,-27.913713
2702,A Separation (2011),Drama,11.787544,-6.7767253
2373,The Station Agent (2003),Drama,3.6084323,-43.052864
7241,Wild Diamond (2024),Drama,31.61956,-10.368174
3030,Pokémon the Movie: Mewtwo Strikes Back - Evolution (2019),Animation,-2.4561675,-33.97574
919,Anna Karenina (2012),Drama,-38.029087,11.118938
