movieId,overview,tagline,director,cast,poster_url,budget,revenue,genres,release_date,runtime,original_language,production_countries,keywords,vote_average,vote_count,popularity,collection_id,collection_name,certification,imdb_id,enrichment_status
67,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
68,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
69,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
70,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
71,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
72,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
73,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
74,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
75,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
76,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
77,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
78,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
79,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
80,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
81,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
82,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
83,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
84,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
85,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
86,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
87,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
88,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
89,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
90,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
91,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
92,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
93,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
94,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
95,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
96,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
97,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
98,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
99,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
100,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
101,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
102,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
103,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
104,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
105,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
106,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
107,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
108,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
109,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
110,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
111,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
112,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
113,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
114,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
115,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
116,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
117,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
118,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
119,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
120,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
121,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
122,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
123,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
124,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
125,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
126,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
127,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
128,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
129,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
130,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
131,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
132,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
133,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
134,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
135,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
136,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
137,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
138,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
139,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
140,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
141,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
142,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
143,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
144,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
145,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
146,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
147,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
148,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
149,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
150,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
151,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
152,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
153,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
154,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
155,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
156,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
157,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
158,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
159,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
160,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
161,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
162,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
163,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
164,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
165,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
166,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
167,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
168,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
169,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
170,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
171,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
172,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
173,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
174,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
175,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
176,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
177,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
178,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
179,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
180,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
181,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
182,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
183,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
184,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
185,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
186,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
187,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
188,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
189,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
190,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
191,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
192,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
193,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
194,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
195,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
196,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
197,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
198,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
199,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
200,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
201,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
202,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
203,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
204,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
205,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
206,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
207,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
208,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
209,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
210,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
211,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
212,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
213,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
214,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
215,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
216,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
217,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
218,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
219,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
220,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
221,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
222,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
223,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
224,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
225,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
226,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
227,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
228,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
229,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
230,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
231,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
232,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
233,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
234,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
235,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
236,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
237,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
238,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
239,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
240,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
241,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
242,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
243,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
244,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
245,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
246,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
247,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
248,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
249,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
250,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
251,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
252,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
253,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
254,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
255,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
256,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
257,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
258,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
259,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
260,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
261,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
262,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
263,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
264,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
265,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
266,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
267,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
268,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
269,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
270,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
271,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
272,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
273,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
274,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
275,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
276,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
277,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
278,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
279,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
280,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
281,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
282,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
283,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
284,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
285,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
286,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
287,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
288,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
289,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
290,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
291,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
292,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
293,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
294,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
295,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
296,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
297,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
298,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
299,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
300,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
301,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
302,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
303,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
304,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
305,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
306,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
307,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
308,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
309,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
310,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
311,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
312,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
313,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
314,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
315,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
316,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
317,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
318,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
319,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
320,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
321,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
322,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
323,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
324,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
325,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
326,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
327,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
328,,,,,,0,0,,,0,,,,0,0,0,0,,,,missing_enrichment_placeholder
