user_id,movie_id,rating,liked,watched_date
user_3b7fbb520f14,movie_8d3e2f125c32,5.0,,
user_3b7fbb520f14,movie_3530afebc5c0,5.0,,
user_3b7fbb520f14,movie_89db0f185eb3,4.0,,
user_3b7fbb520f14,movie_c85dda6ce167,4.0,,
user_3b7fbb520f14,movie_5444cb6d1937,4.0,,
user_3b7fbb520f14,movie_3a62d507277f,5.0,,
user_3b7fbb520f14,movie_79d949e369b7,4.0,,
user_3b7fbb520f14,movie_725d0340b50a,4.0,,
user_3b7fbb520f14,movie_7aa2c9407ebc,3.0,,
user_3b7fbb520f14,movie_5f7ff585f0b7,5.0,,
user_3b7fbb520f14,movie_1306dbf87b14,4.0,,
user_3b7fbb520f14,movie_ba38f65056aa,5.0,,
user_3b7fbb520f14,movie_72cf78369a04,5.0,,
user_3b7fbb520f14,movie_775b98e38be3,5.0,,
user_3b7fbb520f14,movie_694d591f6cf7,5.0,,
user_3b7fbb520f14,movie_ba14f8120849,4.0,,
user_3b7fbb520f14,movie_69187cabc963,4.0,,
user_3b7fbb520f14,movie_1a777ac9c628,5.0,,
user_3b7fbb520f14,movie_0ce8c0f5ac3b,5.0,,
user_3b7fbb520f14,movie_a98648a048f7,5.0,,
user_3b7fbb520f14,movie_95e54ba648e7,5.0,,
user_3b7fbb520f14,movie_2ed47b717a5a,4.0,,
user_3b7fbb520f14,movie_10a6984e6665,5.0,,
user_3b7fbb520f14,movie_6a5567afcdef,4.0,,
user_3b7fbb520f14,movie_f4c6be2e04d3,5.0,,
user_3b7fbb520f14,movie_5388689a91fa,1.0,,
user_3b7fbb520f14,movie_e07b59ba066a,5.0,,
user_3b7fbb520f14,movie_986e28cf3b51,4.0,,
user_3b7fbb520f14,movie_9be0a6adb0f6,5.0,,
user_3b7fbb520f14,movie_12638ea31b41,5.0,,
user_3b7fbb520f14,movie_dba6805cdcd6,3.0,,
user_3b7fbb520f14,movie_fdb7b5b87118,3.0,,
user_3b7fbb520f14,movie_e1e6e62fd5f6,5.0,,
user_3b7fbb520f14,movie_37b816bec1b6,5.0,,
user_3b7fbb520f14,movie_cce935e73597,4.0,,
user_3b7fbb520f14,movie_ada912dea4a8,5.0,,
user_3b7fbb520f14,movie_74a92960d9ea,4.0,,
user_3b7fbb520f14,movie_15a4612ca995,5.0,,
user_ccc8c6f65e11,movie_324c02a45662,5.0,1,
user_ccc8c6f65e11,movie_4e996993f84c,2.5,,
user_ccc8c6f65e11,movie_f203c61c6a2d,2.5,,
user_ccc8c6f65e11,movie_5d698159a979,2.5,,
user_ccc8c6f65e11,movie_0c88cae5a200,2.5,,
user_ccc8c6f65e11,movie_450a4b798899,2.5,,
user_ccc8c6f65e11,movie_0b7e416e4ccb,2.5,,
user_ccc8c6f65e11,movie_7220d24ebc6e,2.5,,
user_ccc8c6f65e11,movie_8160b89acd73,2.5,,
user_ccc8c6f65e11,movie_8fbe56e42ae3,2.5,,
user_ccc8c6f65e11,movie_81f7ba5c4398,2.5,,
user_ccc8c6f65e11,movie_36328d564e45,2.5,,
user_ccc8c6f65e11,movie_d13424ca22dc,2.5,,
user_ccc8c6f65e11,movie_c844a814c20f,2.5,,
user_ccc8c6f65e11,movie_dc8c05f5e47e,2.5,,
user_ccc8c6f65e11,movie_ef5e696ae77f,2.5,,
user_ccc8c6f65e11,movie_b99571974530,2.5,,
user_ccc8c6f65e11,movie_c5cbcc8d458e,2.5,,
user_ccc8c6f65e11,movie_b5ed9c1fb50f,2.5,,
user_ccc8c6f65e11,movie_7f567902dd69,2.5,,
user_ccc8c6f65e11,movie_dab003b338f0,2.5,,
user_ccc8c6f65e11,movie_96667e61edd3,2.5,,
user_ccc8c6f65e11,movie_414fdc6a1f3f,2.5,,
user_ccc8c6f65e11,movie_b5c82eea64a5,2.5,,
user_ccc8c6f65e11,movie_e4e8f07e8f5e,2.5,,
user_ccc8c6f65e11,movie_d61c7a4e8a27,2.5,,
user_ccc8c6f65e11,movie_17a6a7e0df6b,2.5,,
user_ccc8c6f65e11,movie_6647eb07d799,2.5,,
user_ccc8c6f65e11,movie_07786377e0d7,2.5,,
user_ccc8c6f65e11,movie_c08d090db3f2,2.5,,
user_ccc8c6f65e11,movie_40341d7cfc53,2.5,,
user_ccc8c6f65e11,movie_cedf3febb0bc,2.5,,
user_ccc8c6f65e11,movie_34fa33b670e6,2.5,,
user_ccc8c6f65e11,movie_7679cc939766,2.5,,
user_ccc8c6f65e11,movie_5b93664b03e3,2.5,,
user_ccc8c6f65e11,movie_6555b6ad0c5e,2.5,,
user_ccc8c6f65e11,movie_8506a2509936,2.5,,
user_ccc8c6f65e11,movie_a8bb32f12539,2.5,,
user_ccc8c6f65e11,movie_c4e410a30a47,2.5,,
user_ccc8c6f65e11,movie_4bd2675247f7,2.5,,
user_ccc8c6f65e11,movie_4287f0cc36a3,2.5,,
user_ccc8c6f65e11,movie_3530afebc5c0,2.5,,
user_ccc8c6f65e11,movie_bfd5e2aae352,2.5,,
user_ccc8c6f65e11,movie_3159cc37d835,2.5,,
user_ccc8c6f65e11,movie_5444cb6d1937,2.5,,
user_ccc8c6f65e11,movie_3a62d507277f,2.5,,
user_ccc8c6f65e11,movie_2e6079f7f3dc,2.5,,
user_ccc8c6f65e11,movie_79d949e369b7,2.5,,
user_ccc8c6f65e11,movie_725d0340b50a,2.5,,
user_ccc8c6f65e11,movie_1fa872be27e1,2.5,,
user_ccc8c6f65e11,movie_de8635b12bd5,2.5,,
user_ccc8c6f65e11,movie_457bb6fee831,2.5,,
user_ccc8c6f65e11,movie_5f7ff585f0b7,2.5,,
user_ccc8c6f65e11,movie_1306dbf87b14,2.5,,
user_ccc8c6f65e11,movie_1581f9cdf23c,2.5,,
user_ccc8c6f65e11,movie_9d23ba2b8888,2.5,,
user_ccc8c6f65e11,movie_6fbd3c8ceb7e,2.5,,
user_ccc8c6f65e11,movie_ac9c54e2e523,2.5,,
user_ccc8c6f65e11,movie_6a5567afcdef,2.5,,
user_ccc8c6f65e11,movie_f4c6be2e04d3,2.5,,
user_ccc8c6f65e11,movie_9be0a6adb0f6,2.5,,
user_ccc8c6f65e11,movie_12638ea31b41,2.5,,
user_ccc8c6f65e11,movie_dba6805cdcd6,2.5,,
user_ccc8c6f65e11,movie_fbee6e823bb9,2.5,,
user_ccc8c6f65e11,movie_ada912dea4a8,2.5,,
user_ccc8c6f65e11,movie_1a7d7551c197,2.5,,
user_ccc8c6f65e11,movie_928deb7402e5,2.5,,
user_ccc8c6f65e11,movie_26e82af9a10c,2.5,,
user_ccc8c6f65e11,movie_52f9f17d1e15,2.5,,
user_ccc8c6f65e11,movie_9568eca66f71,2.5,,
user_ccc8c6f65e11,movie_4f9c70748b0b,2.5,,
user_ccc8c6f65e11,movie_334993d9a1f0,4.0,1,
user_ccc8c6f65e11,movie_871fea660f35,3.0,,
user_54bfb63d8560,movie_8501230a945c,5.0,1,
user_54bfb63d8560,movie_013fc9446ecf,5.0,1,
user_54bfb63d8560,movie_0018087bda3e,5.0,1,
user_54bfb63d8560,movie_90cf65027f92,5.0,1,
user_54bfb63d8560,movie_81f7ba5c4398,5.0,,
user_54bfb63d8560,movie_c844a814c20f,3.0,,
user_54bfb63d8560,movie_dc8c05f5e47e,4.0,,
user_54bfb63d8560,movie_ef5e696ae77f,4.0,,
user_54bfb63d8560,movie_b5ed9c1fb50f,3.5,,
user_54bfb63d8560,movie_7f567902dd69,4.0,,
user_54bfb63d8560,movie_d61c7a4e8a27,5.0,,
user_54bfb63d8560,movie_6528dbc76ec3,3.0,,
user_54bfb63d8560,movie_07786377e0d7,3.5,,
user_54bfb63d8560,movie_34fa33b670e6,4.0,,
user_54bfb63d8560,movie_5b93664b03e3,4.0,,
user_54bfb63d8560,movie_458701a6a62a,4.0,,
user_54bfb63d8560,movie_ebe576a5f7ff,4.0,,
user_54bfb63d8560,movie_c4e410a30a47,3.0,,
user_54bfb63d8560,movie_3159cc37d835,4.0,,
user_54bfb63d8560,movie_c85dda6ce167,4.0,,
user_54bfb63d8560,movie_5444cb6d1937,5.0,,
user_54bfb63d8560,movie_3a62d507277f,5.0,,
user_54bfb63d8560,movie_32c7fe1db1af,3.5,,
user_54bfb63d8560,movie_6fbd3c8ceb7e,4.0,,
user_54bfb63d8560,movie_6a5567afcdef,2.5,,
user_54bfb63d8560,movie_f4c6be2e04d3,3.5,,
user_54bfb63d8560,movie_ada912dea4a8,3.0,,
user_54bfb63d8560,movie_dfa06e2a803c,4.0,,
user_54bfb63d8560,movie_9568eca66f71,3.0,,
user_54bfb63d8560,movie_887b7800e51e,5.0,,
user_54bfb63d8560,movie_caba8a39e813,3.0,,
user_54bfb63d8560,movie_8d77f5de807b,5.0,,
user_54bfb63d8560,movie_6ec0a2c70213,4.0,,
user_54bfb63d8560,movie_f2bc0b1b6046,5.0,,
user_54bfb63d8560,movie_b2667582e263,5.0,,
user_54bfb63d8560,movie_a4aebaad5397,3.5,,
user_54bfb63d8560,movie_8a8760f9e0fd,4.0,,
user_54bfb63d8560,movie_748c36bbfc55,5.0,,
user_54bfb63d8560,movie_21578f5ce951,3.5,,
user_54bfb63d8560,movie_dfbef72f639e,4.0,,
user_54bfb63d8560,movie_63122f78cb30,5.0,,
user_54bfb63d8560,movie_2c74b7ad667c,4.0,,
user_54bfb63d8560,movie_02d73c1e3193,4.5,,
user_54bfb63d8560,movie_9833c8236f55,3.0,,
user_54bfb63d8560,movie_741e12592b85,5.0,,
user_54bfb63d8560,movie_adb94abde648,3.0,,
user_54bfb63d8560,movie_972b9becb047,4.0,,
user_54bfb63d8560,movie_19043f58ee06,4.0,,
user_54bfb63d8560,movie_338708068a5f,4.0,,
user_54bfb63d8560,movie_c1c725bcdaf2,4.5,,
user_54bfb63d8560,movie_7a4c5d318e71,4.0,,
user_54bfb63d8560,movie_0d90a9a08240,4.0,,
user_54bfb63d8560,movie_6f0748a5a555,3.5,,
user_54bfb63d8560,movie_9b9bb77ebce0,5.0,,
user_54bfb63d8560,movie_4eeeea737a0d,4.0,,
user_54bfb63d8560,movie_61cc1956dc5d,5.0,,
user_54bfb63d8560,movie_0b573a672ade,4.5,,
user_54bfb63d8560,movie_7025693e68c0,5.0,,
user_54bfb63d8560,movie_ca5da872e27c,4.0,,
user_54bfb63d8560,movie_47cedfde2332,4.0,,
user_54bfb63d8560,movie_a70496b2805c,4.0,,
user_54bfb63d8560,movie_129c48a46053,5.0,,
user_54bfb63d8560,movie_7e6ba669ed2e,5.0,,
user_54bfb63d8560,movie_0af63e2bcf2a,5.0,,
user_54bfb63d8560,movie_c9e035933593,4.5,,
user_54bfb63d8560,movie_c8e041ee18a8,3.5,,
user_54bfb63d8560,movie_cfcc27c70fc1,4.0,,
user_54bfb63d8560,movie_69428cbe45a8,4.0,,
user_54bfb63d8560,movie_c5a09786440a,4.0,,
user_54bfb63d8560,movie_97413a6d1941,4.0,,
user_54bfb63d8560,movie_c7327d79662e,4.0,,
user_54bfb63d8560,movie_e6a4f86a318f,5.0,,
user_54bfb63d8560,movie_482be0284f32,3.5,,
user_469ee665594f,movie_c844a814c20f,3.0,,
user_469ee665594f,movie_28dd0262b585,3.0,,
user_469ee665594f,movie_b99571974530,3.0,,
user_469ee665594f,movie_a6da821786a4,4.5,,
user_469ee665594f,movie_99545c0d9647,3.0,,
user_469ee665594f,movie_6d23236beb16,5.0,,
user_469ee665594f,movie_4c1367a10e37,3.5,,
user_469ee665594f,movie_65092e155a3a,3.5,,
user_469ee665594f,movie_d089b3f54e54,4.0,,
user_469ee665594f,movie_5b93664b03e3,4.0,,
user_469ee665594f,movie_5e60daa18079,3.5,,
user_469ee665594f,movie_458701a6a62a,3.5,,
user_469ee665594f,movie_5497134db5a6,4.5,,
user_469ee665594f,movie_ebe576a5f7ff,4.0,,
user_469ee665594f,movie_c4e410a30a47,3.5,,
user_469ee665594f,movie_461e67c35cc5,3.5,,
user_469ee665594f,movie_3159cc37d835,4.0,,
user_469ee665594f,movie_7942abbac2ce,3.5,,
user_469ee665594f,movie_5444cb6d1937,2.5,,
user_469ee665594f,movie_3a62d507277f,3.5,,
user_469ee665594f,movie_5d70ea4f7009,3.5,,
user_469ee665594f,movie_d044bdc24244,4.5,,
user_469ee665594f,movie_cfea47e66f74,4.5,,
user_469ee665594f,movie_9d23ba2b8888,3.0,,
user_469ee665594f,movie_6a5567afcdef,3.0,,
user_469ee665594f,movie_29395c2cd359,3.5,,
user_469ee665594f,movie_332d16b144f3,3.5,,
user_469ee665594f,movie_9be0a6adb0f6,3.5,,
user_469ee665594f,movie_d15a51b3aec3,4.0,,
user_469ee665594f,movie_d22ad5315c74,5.0,,
user_469ee665594f,movie_ada912dea4a8,3.5,,
user_469ee665594f,movie_dfa06e2a803c,4.5,,
user_469ee665594f,movie_26e82af9a10c,3.5,,
user_469ee665594f,movie_785544fdb40d,4.0,,
user_469ee665594f,movie_9568eca66f71,4.0,,
user_469ee665594f,movie_a5d3530c111d,4.0,,
user_469ee665594f,movie_aaec17afc916,4.5,,
user_469ee665594f,movie_b4c3d9651204,4.0,,
user_469ee665594f,movie_b3190fbed88f,2.0,,
user_469ee665594f,movie_caba8a39e813,3.0,,
user_469ee665594f,movie_8d77f5de807b,3.5,,
user_469ee665594f,movie_f2bc0b1b6046,4.0,,
user_469ee665594f,movie_b2667582e263,4.0,,
user_469ee665594f,movie_a9782784c8dd,5.0,,
user_469ee665594f,movie_74ebfdd23d3b,2.5,,
user_469ee665594f,movie_77d962c349ed,4.5,,
user_469ee665594f,movie_27e29efb411d,5.0,,
user_469ee665594f,movie_0f796a08aa78,3.5,,
user_469ee665594f,movie_f99149ebb883,4.5,,
user_469ee665594f,movie_a9b8370a65b9,3.5,,
user_469ee665594f,movie_2c74b7ad667c,4.5,,
user_469ee665594f,movie_e0f1b1704cc6,3.0,,
user_469ee665594f,movie_79f408d8413e,4.0,,
user_469ee665594f,movie_9833c8236f55,4.0,,
user_469ee665594f,movie_741e12592b85,4.0,,
user_469ee665594f,movie_83c52f8ed079,3.5,,
user_469ee665594f,movie_8b920c37debd,4.0,,
user_469ee665594f,movie_adb94abde648,4.5,,
user_469ee665594f,movie_972b9becb047,4.0,,
user_04df6fa4dc34,movie_24941c53c538,5.0,1,
user_04df6fa4dc34,movie_604df50f3d45,5.0,1,
user_04df6fa4dc34,movie_ef5e963c97b4,5.0,1,
user_04df6fa4dc34,movie_25c942f6cf0a,5.0,1,
user_04df6fa4dc34,movie_334993d9a1f0,2.5,,
user_04df6fa4dc34,movie_450a4b798899,3.0,,
user_04df6fa4dc34,movie_c844a814c20f,4.0,,
user_04df6fa4dc34,movie_ef5e696ae77f,4.0,,
user_04df6fa4dc34,movie_5b93664b03e3,2.0,,
user_04df6fa4dc34,movie_458701a6a62a,4.0,,
user_04df6fa4dc34,movie_c4e410a30a47,4.0,,
user_04df6fa4dc34,movie_3159cc37d835,4.0,,
user_04df6fa4dc34,movie_5444cb6d1937,4.0,,
user_04df6fa4dc34,movie_f4c6be2e04d3,3.0,,
user_04df6fa4dc34,movie_ada912dea4a8,4.0,,
user_04df6fa4dc34,movie_9568eca66f71,5.0,,
user_04df6fa4dc34,movie_8d77f5de807b,4.0,,
user_04df6fa4dc34,movie_f2bc0b1b6046,4.0,,
user_04df6fa4dc34,movie_b2667582e263,4.0,,
user_04df6fa4dc34,movie_5ff34f46312d,4.0,,
user_04df6fa4dc34,movie_1fcc6ccca7eb,4.0,,
user_04df6fa4dc34,movie_63122f78cb30,4.0,,
user_04df6fa4dc34,movie_2c74b7ad667c,4.0,,
user_04df6fa4dc34,movie_9833c8236f55,5.0,,
user_04df6fa4dc34,movie_741e12592b85,4.0,,
user_04df6fa4dc34,movie_adb94abde648,5.0,,
user_04df6fa4dc34,movie_972b9becb047,4.0,,
user_04df6fa4dc34,movie_19043f58ee06,5.0,,
user_04df6fa4dc34,movie_c1c725bcdaf2,4.0,,
user_04df6fa4dc34,movie_0d90a9a08240,4.0,,
user_04df6fa4dc34,movie_9b9bb77ebce0,4.0,,
user_04df6fa4dc34,movie_4eeeea737a0d,5.0,,
user_04df6fa4dc34,movie_61cc1956dc5d,5.0,,
user_04df6fa4dc34,movie_7025693e68c0,4.0,,
user_04df6fa4dc34,movie_a70496b2805c,3.0,,
user_04df6fa4dc34,movie_129c48a46053,5.0,,
user_04df6fa4dc34,movie_8d4f97685992,5.0,,
user_04df6fa4dc34,movie_c5a09786440a,4.0,,
user_04df6fa4dc34,movie_e6a4f86a318f,5.0,,
user_04df6fa4dc34,movie_7186ad2a8741,4.0,,
user_04df6fa4dc34,movie_7db436bd5764,5.0,,
user_04df6fa4dc34,movie_20f22e3f23e3,4.0,,
user_04df6fa4dc34,movie_b859ef94ffec,5.0,,
user_04df6fa4dc34,movie_333e90f07751,4.0,,
user_04df6fa4dc34,movie_4a9474a53c61,5.0,,
user_04df6fa4dc34,movie_45a8b53806d9,5.0,,
user_04df6fa4dc34,movie_3bfc4df6daa9,5.0,,
user_04df6fa4dc34,movie_e09e0f514de2,5.0,,
user_04df6fa4dc34,movie_2b07e2547051,4.0,,
user_04df6fa4dc34,movie_5e27c725b692,5.0,,
user_04df6fa4dc34,movie_4fedb8a845b6,5.0,,
user_04df6fa4dc34,movie_9a61211bf546,5.0,,
user_6f97e5150b86,movie_07c4b29eb188,5.0,1,
user_6f97e5150b86,movie_0ed17ec5eda8,5.0,1,
user_6f97e5150b86,movie_816c3a7bd1e8,5.0,1,
user_6f97e5150b86,movie_17908ad0cfd3,2.5,,
user_6f97e5150b86,movie_81f7ba5c4398,2.5,,
user_6f97e5150b86,movie_c844a814c20f,2.5,,
user_6f97e5150b86,movie_ef5e696ae77f,2.5,,
user_6f97e5150b86,movie_b99571974530,2.5,,
user_6f97e5150b86,movie_b5ed9c1fb50f,2.5,,
user_6f97e5150b86,movie_7f567902dd69,2.5,,
user_6f97e5150b86,movie_3ee0ffb1efb0,2.5,,
user_6f97e5150b86,movie_e22fd77c2aab,2.5,,
user_6f97e5150b86,movie_96667e61edd3,2.5,,
user_6f97e5150b86,movie_0ca4f3dd3a15,2.5,,
user_6f97e5150b86,movie_d61c7a4e8a27,2.5,,
user_6f97e5150b86,movie_07786377e0d7,2.5,,
